VideoID,Gloss
ASL_4192419420497677-THAT.mp4,THAT
ASL_5328649685588343-NO.mp4,NO
ASL_14802464032159546-WALK.mp4,WALK1
ASL_7208966917812758-BRING.mp4,BRING
BAI_DRINK1_drink_035.mp4,DRINK1
ASL_6587001832816226-RUN.mp4,RUN1
ASL_8582421156380451-STUDY.mp4,STUDY
ASL_6756800716814597-THAT.mp4,THAT
BAI_YES_yes_014.mp4,YES
BAI_YES_yes_020.mp4,YES
ASL_42961246858695024-PLEASE.mp4,PLEASE
WLASL_COME_11884.mp4,COME
ASL_7976564165646398-THANK YOU.mp4,THANKYOU
BAI_FRIEND_friend_006.mp4,FRIEND
BAI_WANT1_want_011.mp4,WANT1
BAI_READY_ready_018.mp4,READY
BAI_YES_eyes_008.mp4,YES
ASL_19468908305966748-seedSAD.mp4,SAD
ASL_8702889283080875-ASK.mp4,ASK
BAI_WHY_why_003.mp4,WHY
BAI_WHERE_here_002.mp4,WHERE
WLASL_FAST_21242.mp4,FAST
BAI_WHEN_when_021.mp4,WHEN
BAI_UNDERSTAND_understand_027.mp4,UNDERSTAND
ASL_9463152384938069-SOMETIMES.mp4,SOMETIMES
ASL_8084325176169471-KNOW.mp4,KNOW
BAI_DAY_day_010.mp4,DAY
BAI_LIKE_lie_009.mp4,LIKE
WLASL_WAIT_62100.mp4,WAIT
ASL_8290350631082379-WORK.mp4,WORK
BAI_FINISH_fish_001.mp4,FINISH
BAI_ME_me_037.mp4,ME
BAI_LIKE_like_034.mp4,LIKE
ASL_11864475877230674-GIVE.mp4,GIVE
BAI_YOU_you_010.mp4,YOU
BAI_FAMILY_fail_002.mp4,FAMILY
BAI_NEVER_never_022.mp4,NEVER
BAI_FRIEND_friend_002.mp4,FRIEND
BAI_MOTHER_mother_019.mp4,MOTHER
WLASL_HAVE_50902.mp4,HAVE
ASL_21594653950720644-SIT.mp4,SIT
ASL_08450103948651932-MY.mp4,MY
ASL_46245201069940745-PAIN.mp4,PAIN
BAI_FRIEND_friend_005.mp4,FRIEND
BAI_ASK_ask_018.mp4,ASK
WLASL_MAKE_34581.mp4,MAKE
BAI_KNOW_know_031.mp4,KNOW
BAI_WHERE_here_037.mp4,WHERE
BAI_SIT_sit_002.mp4,SIT
BAI_NOT_not_007.mp4,NOT
BAI_THAT_hat_017.mp4,THAT
BAI_FRIEND_friend_049.mp4,FRIEND
BAI_KNOW_know_043.mp4,KNOW
ASL_06874544214738698-MEDICINE.mp4,MEDICINE
ASL_5289694969695404-USE.mp4,USE
BAI_FAMILY_fail_013.mp4,FAMILY
ASL_8570171153413646-NOT.mp4,NOT
ASL_27449508901283615-BOOK.mp4,BOOK
BAI_COOK_cookie_034.mp4,COOK
ASL_592935426367535-SLOW.mp4,SLOW
ASL_9334893127200423-CLOSE.mp4,CLOSE
ASL_9849386468173638-ROOM.mp4,ROOM
BAI_DAY_day_012.mp4,DAY
ASL_13169238580393783-MAKE.mp4,MAKE
ASL_18053723532999788-PLEASE.mp4,PLEASE
BAI_CAN1_can_023.mp4,CAN1
BAI_LIKE_lie_026.mp4,LIKE
BAI_WHERE_here_003.mp4,WHERE
BAI_BUSY_busy_018.mp4,BUSY
BAI_REST_rest_003.mp4,REST
BAI_FRIEND_friendly_008.mp4,FRIEND
BAI_CAR_car_020.mp4,CAR
BAI_SORRY_sorry_025.mp4,SORRY
ASL_38330302294288865-STOP.mp4,STOP
ASL_8734170797549581-COOK.mp4,COOK
WLASL_NOW_38997.mp4,NOW
BAI_HELP_help_003.mp4,HELP
ASL_5817237493367622-GOOD.mp4,GOOD
BAI_BUSY_busy_003.mp4,BUSY
ASL_47391166695972986-OFFICE.mp4,OFFICE
BAI_TIRED_tired_024.mp4,TIRED
ASL_544773713165329-LOVE.mp4,LOVE
ASL_7096733878911947-SLEEP.mp4,SLEEP
WLASL_TIRED_58013.mp4,TIRED
BAI_UNDERSTAND_understand_039.mp4,UNDERSTAND
BAI_TOMORROW_tomorrow_009.mp4,TOMORROW
BAI_TODAY_today_030.mp4,TODAY
BAI_HEAR1_heart_014.mp4,HEAR1
WLASL_GIVE_24639.mp4,GIVE
ASL_36545016227550065-MANY.mp4,MANY
BAI_HAPPY_happy_002.mp4,HAPPY
ASL_03735401441873787-STAND 2.mp4,STAND1
BAI_NIGHT_night_031.mp4,NIGHT
ASL_9542027365188674-NO.mp4,NO
ASL_7431940863735196-seedSTART.mp4,START
WLASL_PHONE_65899.mp4,PHONE
BAI_FAMILY_family_009.mp4,FAMILY
BAI_FAMILY_family_045.mp4,FAMILY
BAI_TOMORROW_tomorrow_014.mp4,TOMORROW
BAI_STAND1_stand_003.mp4,STAND1
BAI_TIME_time_039.mp4,TIME
BAI_LATE_late_015.mp4,LATE
BAI_STAND1_stand_020.mp4,STAND1
ASL_20564555475489255-WHY.mp4,WHY
BAI_THEY1_they_018.mp4,THEY1
ASL_7084601978683813-WHAT 2.mp4,WHAT1
BAI_MANY_many_038.mp4,MANY
BAI_FRIEND_friendly_021.mp4,FRIEND
BAI_HELLO_hello_028.mp4,HELLO
ASL_4642218872328543-CAR.mp4,CAR
BAI_WHERE_where_015.mp4,WHERE
BAI_NIGHT_light_040.mp4,NIGHT
BAI_TIME_time_036.mp4,TIME
BAI_DRINK1_drink_015.mp4,DRINK1
ASL_3413094568582751-TODAY.mp4,TODAY
BAI_NAME_name_001.mp4,NAME
WLASL_START_52581.mp4,START
BAI_BAD_bald_005.mp4,BAD
BAI_THAT_that_001.mp4,THAT
BAI_START_smart_011.mp4,START
BAI_NEED_need_050.mp4,NEED
BAI_WALK1_walk_027.mp4,WALK1
WLASL_SLOW_52515.mp4,SLOW
BAI_BRING_ring_008.mp4,BRING
BAI_FATHER_father_007.mp4,FATHER
ASL_7192979454263522-THAT.mp4,THAT
BAI_NEED_need_031.mp4,NEED
BAI_PLAY_play_024.mp4,PLAY
ASL_1013355672311258-CLOSE.mp4,CLOSE
ASL_6053145428088884-OPEN.mp4,OPEN
BAI_NEED_need_007.mp4,NEED
BAI_ME_me_031.mp4,ME
BAI_NOW_now_018.mp4,NOW
ASL_20703159680779115-TODAY.mp4,TODAY
BAI_DOCTOR1_doctor_006.mp4,DOCTOR1
BAI_WHAT1_what_004.mp4,WHAT1
WLASL_STAY_54563.mp4,STAY
BAI_READ_bread_033.mp4,READ
ASL_47911865396339715-WATER.mp4,WATER
ASL_8036762359057699-DAY.mp4,DAY
BAI_FAMILY_family_018.mp4,FAMILY
BAI_FINISH_finish_041.mp4,FINISH
BAI_FRIEND_friendly_024.mp4,FRIEND
BAI_MANY_any_009.mp4,MANY
BAI_WHAT1_what_019.mp4,WHAT1
ASL_8840211270769178-SAD.mp4,SAD
BAI_NOW_now_043.mp4,NOW
ASL_9811460119529283-HOW.mp4,HOW1
ASL_7457973449887922-KEEP.mp4,KEEP
BAI_COOK_cook_012.mp4,COOK
ASL_28644332710493026-WRITE.mp4,WRITE
BAI_DOCTOR1_doctor_029.mp4,DOCTOR1
BAI_FRIEND_boyfriend_013.mp4,FRIEND
BAI_KNOW_know_014.mp4,KNOW
BAI_WHY_why_007.mp4,WHY
ASL_43682294935479304-seedBUY.mp4,BUY
ASL_47638832417291366-PAY.mp4,PAY
BAI_NOW_now_017.mp4,NOW
WLASL_USE_61070.mp4,USE
BAI_FAMILY_family_025.mp4,FAMILY
ASL_47832051707828005-SICK.mp4,SICK
BAI_FAMILY_family_022.mp4,FAMILY
WLASL_SHOP1_51185.mp4,SHOP1
WLASL_WE_40652.mp4,WE
BAI_NO_no_055.mp4,NO
ASL_8493147204584954-seedTHAT.mp4,THAT
ASL_6868122993341472-WE.mp4,WE
WLASL_BOOK_07068.mp4,BOOK
BAI_GIVE_give_021.mp4,GIVE
ASL_1960013632439228-seedCOOK.mp4,COOK
BAI_WATER_water_046.mp4,WATER
BAI_KNOW_know_006.mp4,KNOW
BAI_HAVE_have_032.mp4,HAVE
WLASL_CLEAN_39348.mp4,CLEAN
ASL_3536296772918126-VERY.mp4,VERY
ASL_19958109281644143-WANT 2.mp4,WANT1
WLASL_WANT1_62250.mp4,WANT1
BAI_FINISH_finish_007.mp4,FINISH
ASL_7968041209479837-WHERE.mp4,WHERE
BAI_READY_ready_004.mp4,READY
WLASL_WANT1_62251.mp4,WANT1
BAI_READ_bread_036.mp4,READ
BAI_NO_no_006.mp4,NO
BAI_NOT_not_043.mp4,NOT
ASL_4453752885897677-LATER.mp4,LATER
BAI_DOCTOR1_doctor_046.mp4,DOCTOR1
BAI_SORRY_sorry_023.mp4,SORRY
BAI_TIME_time_005.mp4,TIME
BAI_WE_we_014.mp4,WE
ASL_7008751078684894-MAYBE.mp4,MAYBE
WLASL_BRING_65260.mp4,BRING
BAI_BAD_bad_017.mp4,BAD
BAI_WRITE_write_013.mp4,WRITE
WLASL_SLOW_52509.mp4,SLOW
ASL_748665532922103-CHILD.mp4,CHILD
ASL_9536578027272471-TODAY.mp4,TODAY
ASL_6863272868161578-DRINK.mp4,DRINK1
ASL_5754719885013022-NEED.mp4,NEED
ASL_2158299617086128-THIS-IT.mp4,THIS/IT
BAI_NIGHT_right_030.mp4,NIGHT
BAI_DAY_day_033.mp4,DAY
ASL_8618010888532455-seedMAYBE.mp4,MAYBE
BAI_LIKE_like_029.mp4,LIKE
BAI_HOSPITAL1_hospital_021.mp4,HOSPITAL1
BAI_LIKE_like_039.mp4,LIKE
BAI_SHOW_show_013.mp4,SHOW
WLASL_SLEEP_52344.mp4,SLEEP
BAI_CHILD_child_003.mp4,CHILD
ASL_12045635816655964-HOW.mp4,HOW1
BAI_COME_become_017.mp4,COME
BAI_ME_me_036.mp4,ME
BAI_PAIN_paint_017.mp4,PAIN
ASL_886738320370295-ALWAYS.mp4,ALWAYS
BAI_WE_we_030.mp4,WE
WLASL_STOP_66658.mp4,STOP
ASL_22927764773602766-MUCH.mp4,MUCH
WLASL_PAIN_40807.mp4,PAIN
ASL_564981133100128-LATE.mp4,LATE
ASL_22994787272783634-YESTERDAY.mp4,YESTERDAY
BAI_FIND_find_014.mp4,FIND
BAI_WANT1_want_007.mp4,WANT1
BAI_LATER_later_019.mp4,LATER
BAI_FRIEND_friendly_004.mp4,FRIEND
BAI_LATE_late_010.mp4,LATE
BAI_NOW_now_033.mp4,NOW
BAI_TELL_tell_021.mp4,TELL
BAI_MOTHER_mother_046.mp4,MOTHER
BAI_START_smart_003.mp4,START
WLASL_FRIEND_07440.mp4,FRIEND
WLASL_NIGHT_18575.mp4,NIGHT
ASL_6344352865932652-COLLEGE.mp4,COLLEGE
ASL_35815086162921017-WHEN.mp4,WHEN
ASL_24064885357062593-COME.mp4,COME
WLASL_READY_02162.mp4,READY
BAI_WATER_water_019.mp4,WATER
BAI_HELP_help_005.mp4,HELP
BAI_NOW_now_010.mp4,NOW
ASL_15552261128903067-SICK.mp4,SICK
BAI_HAVE_have_043.mp4,HAVE
BAI_THAT_hat_004.mp4,THAT
WLASL_EAT1_18324.mp4,EAT1
WLASL_THIS_IT_69507.mp4,THIS/IT
ASL_2523790933236125-OK.mp4,OK
ASL_570126342769925-SHOP.mp4,SHOP1
ASL_4657020083869885-HOW.mp4,HOW1
ASL_5556821084355537-COME.mp4,COME
BAI_COOK_cook_003.mp4,COOK
BAI_EAT1_eat_005.mp4,EAT1
BAI_NOT_not_009.mp4,NOT
WLASL_ALWAYS_02231.mp4,ALWAYS
ASL_6593382490905721-UNDERSTAND.mp4,UNDERSTAND
BAI_CAN1_can_035.mp4,CAN1
BAI_LIKE_like_059.mp4,LIKE
WLASL_YES_64291.mp4,YES
BAI_DRINK1_drink_036.mp4,DRINK1
ASL_22086175500593086-HE.mp4,HE
ASL_5194308575650113-WHERE.mp4,WHERE
BAI_GIVE_give_018.mp4,GIVE
WLASL_HOW1_28211.mp4,HOW1
WLASL_WANT1_62244.mp4,WANT1
BAI_PLEASE_please_039.mp4,PLEASE
WLASL_COME_05619.mp4,COME
BAI_TIRED_tired_060.mp4,TIRED
BAI_FRIEND_friend_048.mp4,FRIEND
WLASL_NO_38534.mp4,NO
BAI_NIGHT_light_027.mp4,NIGHT
ASL_7448166531437062-LEAVE.mp4,LEAVE
BAI_THAT_that_010.mp4,THAT
ASL_11420046396505557-COOK.mp4,COOK
BAI_FAMILY_family_055.mp4,FAMILY
ASL_9802753357268721-THEY.mp4,THEY1
WLASL_CLOSE_11293.mp4,CLOSE
BAI_FATHER_father_059.mp4,FATHER
WLASL_GO_24941.mp4,GO
ASL_3993897588980455-USE.mp4,USE
BAI_FRIEND_friendly_029.mp4,FRIEND
BAI_YESTERDAY_yesterday_002.mp4,YESTERDAY
ASL_3186863545722882-COOK.mp4,COOK
ASL_1677950089290965-CAR.mp4,CAR
ASL_44487567428822383-COLLEGE.mp4,COLLEGE
ASL_9256536150637014-STUDY.mp4,STUDY
WLASL_HOME_69366.mp4,HOME
BAI_MANY_man_013.mp4,MANY
WLASL_HE_27275.mp4,HE
ASL_09849926479408055-HAVE.mp4,HAVE
WLASL_SEE_66442.mp4,SEE
BAI_SAD_sad_024.mp4,SAD
BAI_KNOW_know_019.mp4,KNOW
BAI_KNOW_know_020.mp4,KNOW
BAI_LATE_late_008.mp4,LATE
ASL_9412141529907321-RUN.mp4,RUN1
WLASL_NIGHT_33231.mp4,NIGHT
BAI_HOW1_how_023.mp4,HOW1
BAI_READ_bread_024.mp4,READ
BAI_DOCTOR1_doctor_023.mp4,DOCTOR1
BAI_WHAT1_what_010.mp4,WHAT1
BAI_MOTHER_mother_002.mp4,MOTHER
BAI_WANT1_want_056.mp4,WANT1
ASL_589235585874496-SORRY.mp4,SORRY
BAI_HOME_home_011.mp4,HOME
ASL_08810573270861677-MOTHER.mp4,MOTHER
ASL_9393485979639316-TIRED.mp4,TIRED
BAI_BUSY_bus_021.mp4,BUSY
ASL_3397509350854959-MUCH.mp4,MUCH
ASL_7530930644508076-seedFINISH.mp4,FINISH
WLASL_GOOD_25068.mp4,GOOD
WLASL_FAMILY_20978.mp4,FAMILY
ASL_1179272838902834-ALWAYS.mp4,ALWAYS
WLASL_PAIN_53545.mp4,PAIN
ASL_9659002140360071-WANT 2.mp4,WANT1
ASL_13289073725295975-TIRED.mp4,TIRED
BAI_WHICH_which_014.mp4,WHICH
ASL_9411549614200669-BAD.mp4,BAD
BAI_FATHER_father_024.mp4,FATHER
ASL_6255356009761448-SEE.mp4,SEE
BAI_NOT_not_023.mp4,NOT
BAI_CLOSE_close_015.mp4,CLOSE
BAI_BAD_bad_006.mp4,BAD
WLASL_BATHROOM_05303.mp4,BATHROOM
ASL_7307376889210087-MANY.mp4,MANY
ASL_8370733641565598-HOW.mp4,HOW1
ASL_9785239951245142-FIND.mp4,FIND
BAI_START_star_022.mp4,START
ASL_9521412407799632-GOOD.mp4,GOOD
BAI_NEVER_never_010.mp4,NEVER
BAI_HELP_help_011.mp4,HELP
BAI_NEVER_never_002.mp4,NEVER
ASL_2960659434789139-OFFICE.mp4,OFFICE
BAI_NIGHT_right_039.mp4,NIGHT
ASL_22047412457689952-TELL.mp4,TELL
BAI_WHICH_which_019.mp4,WHICH
WLASL_DAY_65444.mp4,DAY
BAI_READY_ready_030.mp4,READY
ASL_27472288337812434-COME.mp4,COME
ASL_7322239104545076-AGAIN.mp4,AGAIN
BAI_BOOK_book_016.mp4,BOOK
ASL_8323379614148649-MAKE.mp4,MAKE
BAI_NO_no_044.mp4,NO
ASL_6529054416508209-CALL.mp4,CALL1
ASL_5706413352425115-ME.mp4,ME
BAI_WORK_work_033.mp4,WORK
ASL_6657698379837473-DRINK.mp4,DRINK1
BAI_WALK1_walk_006.mp4,WALK1
WLASL_THAT_69359.mp4,THAT
BAI_GOOD_good_016.mp4,GOOD
ASL_936211950052861-THANK YOU.mp4,THANKYOU
BAI_HELLO_hello_044.mp4,HELLO
WLASL_NIGHT_21695.mp4,NIGHT
ASL_5403047656647011-DAY.mp4,DAY
BAI_DOCTOR1_doctor_009.mp4,DOCTOR1
WLASL_WRITE_63200.mp4,WRITE
BAI_NOW_snow_006.mp4,NOW
ASL_4615046990058205-YOU.mp4,YOU
BAI_DAY_day_015.mp4,DAY
WLASL_BRING_07810.mp4,BRING
ASL_8940834130363486-WRITE.mp4,WRITE
ASL_1183896210194797-BATHROOM.mp4,BATHROOM
BAI_AGAIN_again_035.mp4,AGAIN
ASL_016569277193326126-SLEEP.mp4,SLEEP
BAI_USE_use_019.mp4,USE
BAI_MOTHER_mother_058.mp4,MOTHER
ASL_6064203764964768-TIRED.mp4,TIRED
ASL_30759668963891773-MAYBE.mp4,MAYBE
BAI_NO_no_025.mp4,NO
WLASL_SIT_51919.mp4,SIT
BAI_LIKE_like_008.mp4,LIKE
BAI_WATER_weather_010.mp4,WATER
ASL_33248134847065836-DAY.mp4,DAY
ASL_5637115074804606-ALWAYS.mp4,ALWAYS
ASL_19195912453679753-GO.mp4,GO
ASL_8798935759644009-CONTINUE.mp4,CONTINUE
BAI_YES_eyes_015.mp4,YES
BAI_COOK_cook_018.mp4,COOK
BAI_NEED_need_021.mp4,NEED
BAI_CHILD_child_014.mp4,CHILD
BAI_DAY_day_013.mp4,DAY
BAI_UNDERSTAND_understand_045.mp4,UNDERSTAND
BAI_COOK_cookie_017.mp4,COOK
BAI_NO_no_042.mp4,NO
BAI_YES_yes_005.mp4,YES
ASL_8618961603650133-FIND.mp4,FIND
BAI_STOP_stop_005.mp4,STOP
ASL_8336547275115902-LATE.mp4,LATE
BAI_STUDY_study_020.mp4,STUDY
BAI_SLEEP_sleepy_004.mp4,SLEEP
BAI_ME_me_035.mp4,ME
BAI_DAY_day_047.mp4,DAY
BAI_PAY_pay_026.mp4,PAY
ASL_24320798823650058-HEAR 1.mp4,HEAR1
ASL_9292882782041088-FINISH.mp4,FINISH
BAI_SLOW_slow_009.mp4,SLOW
ASL_6478160544982563-WE.mp4,WE
BAI_MOTHER_mother_065.mp4,MOTHER
BAI_WE_we_016.mp4,WE
BAI_WATER_waiter_003.mp4,WATER
BAI_NEED_need_037.mp4,NEED
WLASL_PHONE_27841.mp4,PHONE
WLASL_GO_01554.mp4,GO
BAI_COLLEGE_college_029.mp4,COLLEGE
BAI_LIKE_like_001.mp4,LIKE
ASL_15689453699180178-YES.mp4,YES
BAI_STAY_stay_011.mp4,STAY
BAI_BATHROOM_bathroom_018.mp4,BATHROOM
ASL_27585193409220743-BUSY.mp4,BUSY
WLASL_WRITE_63202.mp4,WRITE
ASL_5495256812953944-STOP.mp4,STOP
BAI_HEAR1_hear_007.mp4,HEAR1
BAI_CLOSE_closet_002.mp4,CLOSE
BAI_GET_get_019.mp4,GET
BAI_AGAIN_again_008.mp4,AGAIN
WLASL_READY_46296.mp4,READY
BAI_NOT_not_037.mp4,NOT
ASL_5775606036563159-CLOSE.mp4,CLOSE
BAI_BAD_bald_016.mp4,BAD
BAI_PLAY_play_023.mp4,PLAY
WLASL_HEAR1_27056.mp4,HEAR1
BAI_WANT1_want_026.mp4,WANT1
BAI_WRITE_write_045.mp4,WRITE
BAI_SIT_sit_032.mp4,SIT
ASL_5311560559975703-HEAR 1.mp4,HEAR1
BAI_FRIEND_friendly_001.mp4,FRIEND
BAI_GIVE_give_013.mp4,GIVE
ASL_5247185728423776-THEY.mp4,THEY1
BAI_STUDY_study_002.mp4,STUDY
ASL_7263380747765531-THIS-IT.mp4,THIS/IT
ASL_15392347849852528-BUSY.mp4,BUSY
BAI_LIKE_like_026.mp4,LIKE
BAI_NEVER_never_020.mp4,NEVER
ASL_08622704664772152-ME.mp4,ME
BAI_WATER_weather_002.mp4,WATER
WLASL_STOP_58940.mp4,STOP
BAI_BATHROOM_bathroom_041.mp4,BATHROOM
BAI_NOW_now_019.mp4,NOW
BAI_GOOD_good_013.mp4,GOOD
BAI_SHOW_shower_014.mp4,SHOW
BAI_DOCTOR1_doctor_017.mp4,DOCTOR1
ASL_6554596280012666-PERSON.mp4,PERSON
WLASL_NEED_37881.mp4,NEED
ASL_2732741727030885-NO.mp4,NO
WLASL_WRITE_63204.mp4,WRITE
BAI_DRINK1_drink_011.mp4,DRINK1
ASL_08729017928642491-WHEN.mp4,WHEN
BAI_FAST_fat_004.mp4,FAST
ASL_4266922092249985-BRING.mp4,BRING
BAI_LIKE_like_028.mp4,LIKE
WLASL_WATER_62427.mp4,WATER
BAI_SEE_seem_014.mp4,SEE
WLASL_MAYBE_35222.mp4,MAYBE
WLASL_LEAVE_32669.mp4,LEAVE
BAI_READY_ready_024.mp4,READY
BAI_WRITE_white_023.mp4,WRITE
BAI_COOK_cook_039.mp4,COOK
WLASL_HEAR1_27050.mp4,HEAR1
BAI_MY_my_037.mp4,MY
BAI_HOME_home_019.mp4,HOME
BAI_STOP_stop_016.mp4,STOP
WLASL_OK_39596.mp4,OK
WLASL_YES_69546.mp4,YES
BAI_READ_red_046.mp4,READ
BAI_BRING_ring_006.mp4,BRING
BAI_SICK_sick_051.mp4,SICK
WLASL_MOTHER_66147.mp4,MOTHER
BAI_WHAT1_what_022.mp4,WHAT1
WLASL_BATHROOM_65148.mp4,BATHROOM
BAI_MEDICINE_medicine_012.mp4,MEDICINE
ASL_8835516863640922-seedHOW.mp4,HOW1
BAI_MANY_man_014.mp4,MANY
BAI_WE_we_029.mp4,WE
WLASL_WANT1_62245.mp4,WANT1
BAI_FINISH_finish_049.mp4,FINISH
BAI_HELLO_hello_030.mp4,HELLO
WLASL_FRIEND_07451.mp4,FRIEND
ASL_48170822654446366-FIND.mp4,FIND
BAI_NIGHT_night_011.mp4,NIGHT
ASL_6517293791661136-FIND.mp4,FIND
WLASL_GIVE_24640.mp4,GIVE
ASL_5521129539800975-YOU.mp4,YOU
BAI_FINISH_fish_033.mp4,FINISH
BAI_YOU_your_017.mp4,YOU
ASL_5689986968079694-seedCAN.mp4,CAN1
BAI_SOMETIMES_sometimes_016.mp4,SOMETIMES
BAI_WALK1_walk_009.mp4,WALK1
BAI_WHERE_there_004.mp4,WHERE
ASL_06378811611827295-PAY.mp4,PAY
WLASL_GO_24955.mp4,GO
ASL_05351672702445809-LIKE.mp4,LIKE
WLASL_WE_66767.mp4,WE
BAI_SICK_sick_019.mp4,SICK
BAI_YES_yes_031.mp4,YES
BAI_MOTHER_mother_007.mp4,MOTHER
ASL_5400816124395869-ME.mp4,ME
ASL_4266956774131161-DRINK.mp4,DRINK1
BAI_YES_yes_059.mp4,YES
BAI_WALK1_walk_002.mp4,WALK1
BAI_NOW_now_035.mp4,NOW
BAI_SAD_sad_005.mp4,SAD
BAI_WHERE_where_041.mp4,WHERE
WLASL_WE_62930.mp4,WE
WLASL_HAVE_69360.mp4,HAVE
ASL_059398641585320267-ME.mp4,ME
BAI_WHERE_where_021.mp4,WHERE
ASL_23400385185193318-FRIEND.mp4,FRIEND
BAI_THAT_that_008.mp4,THAT
BAI_NO_no_010.mp4,NO
BAI_MAKE_make_004.mp4,MAKE
ASL_151244397752901-ROOM.mp4,ROOM
WLASL_CLOSE_11260.mp4,CLOSE
ASL_0902884729181257-WHAT 2.mp4,WHAT1
BAI_CLOSE_close_021.mp4,CLOSE
BAI_HEAR1_hear_011.mp4,HEAR1
ASL_19978233231036002-WRITE.mp4,WRITE
ASL_6788847001475584-AGAIN.mp4,AGAIN
ASL_40454957820407933-BUSY.mp4,BUSY
WLASL_LIKE_69389.mp4,LIKE
BAI_READY_ready_037.mp4,READY
WLASL_WE_69529.mp4,WE
WLASL_NOT_38858.mp4,NOT
WLASL_SOMETIMES_53242.mp4,SOMETIMES
ASL_21368910008549435-BOOK.mp4,BOOK
ASL_8954799790675021-MEDICINE.mp4,MEDICINE
BAI_PAIN_paint_022.mp4,PAIN
BAI_OPEN_open_009.mp4,OPEN
ASL_24685088322510929-ROOM.mp4,ROOM
ASL_36721619673427-LATER.mp4,LATER
BAI_PAIN_paint_003.mp4,PAIN
BAI_SHOW_show_001.mp4,SHOW
ASL_8258920636382685-BOOK.mp4,BOOK
ASL_7642314470248142-SLEEP.mp4,SLEEP
WLASL_GO_24954.mp4,GO
ASL_9666743812108813-CONTINUE.mp4,CONTINUE
ASL_36979047566586587-WHY.mp4,WHY
BAI_AGAIN_again_042.mp4,AGAIN
ASL_9801937299398567-PAY.mp4,PAY
ASL_38797732173583244-TAKE.mp4,TAKE
ASL_006797297377982181-READY.mp4,READY
BAI_SORRY_sorry_032.mp4,SORRY
ASL_710447421608613-TOMORROW.mp4,TOMORROW
BAI_YOU_your_044.mp4,YOU
WLASL_PLAY_43149.mp4,PLAY
BAI_HAPPY_happy_043.mp4,HAPPY
ASL_5256150801971198-NOT.mp4,NOT
ASL_9616432008129339-NO.mp4,NO
ASL_3025077004187282-HAPPY.mp4,HAPPY
ASL_24751730661041682-BAD.mp4,BAD
ASL_6078879576003486-HOSPITAL.mp4,HOSPITAL1
WLASL_GO_01558.mp4,GO
ASL_9580701842514898-WASH 1.mp4,WASH1
WLASL_NIGHT_48124.mp4,NIGHT
BAI_TIRED_tired_035.mp4,TIRED
WLASL_WAIT_62103.mp4,WAIT
ASL_33746486664369946-TELL.mp4,TELL
BAI_KNOW_know_001.mp4,KNOW
BAI_SICK_sick_027.mp4,SICK
BAI_WATER_water_002.mp4,WATER
BAI_BAD_bald_020.mp4,BAD
ASL_9535426106915468-WHICH.mp4,WHICH
BAI_HAPPY_happy_014.mp4,HAPPY
WLASL_WE_40657.mp4,WE
